GeoID,Text,Length
60250114003,"Block Group 60250114003: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250114003&x=-115.5409238&y=32.7883131

The population density is 3334 persons per square mile (17.52% percentile for the SCAG region).",261
60250115001,"Block Group 60250115001: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250115001&x=-115.5608406&y=32.7946706

The population density is 3433 persons per square mile (17.97% percentile for the SCAG region).",261
60250115002,"Block Group 60250115002: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250115002&x=-115.5657459&y=32.7982158

The population density is 12416 persons per square mile (69.10% percentile for the SCAG region).",262
60250115003,"Block Group 60250115003: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250115003&x=-115.5572517&y=32.7981248

The population density is 15365 persons per square mile (77.61% percentile for the SCAG region).",262
60250115004,"Block Group 60250115004: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250115004&x=-115.5615604&y=32.8022943

The population density is 6828 persons per square mile (38.64% percentile for the SCAG region).",261
60250116001,"Block Group 60250116001: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250116001&x=-115.5653536&y=32.7839998

The population density is 11336 persons per square mile (64.85% percentile for the SCAG region).",262
60250116002,"Block Group 60250116002: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250116002&x=-115.5569369&y=32.7898462

The population density is 11963 persons per square mile (67.25% percentile for the SCAG region).",262
60250116003,"Block Group 60250116003: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250116003&x=-115.5657706&y=32.7896374

The population density is 2415 persons per square mile (12.93% percentile for the SCAG region).",261
60250116004,"Block Group 60250116004: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250116004&x=-115.5568797&y=32.7841567

The population density is 6149 persons per square mile (34.15% percentile for the SCAG region).",261
60250117001,"Block Group 60250117001: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250117001&x=-115.5495093&y=32.7774692

The population density is 8181 persons per square mile (47.89% percentile for the SCAG region).",261
60250117002,"Block Group 60250117002: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250117002&x=-115.5653843&y=32.7776374

The population density is 5146 persons per square mile (27.53% percentile for the SCAG region).",261
60250117003,"Block Group 60250117003: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250117003&x=-115.5576848&y=32.7774287

The population density is 6526 persons per square mile (36.73% percentile for the SCAG region).",261
60250118011,"Block Group 60250118011: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250118011&x=-115.5822199&y=32.785088

The population density is 8048 persons per square mile (47.01% percentile for the SCAG region).",260
60250118012,"Block Group 60250118012: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250118012&x=-115.5876658&y=32.7829167

The population density is 2146 persons per square mile (11.56% percentile for the SCAG region).",261
60250118021,"Block Group 60250118021: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250118021&x=-115.5763484&y=32.7892504

The population density is 12884 persons per square mile (70.67% percentile for the SCAG region).",262
60250118022,"Block Group 60250118022: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250118022&x=-115.573991&y=32.7755628

The population density is 6154 persons per square mile (34.21% percentile for the SCAG region).",260
60250118023,"Block Group 60250118023: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250118023&x=-115.5731806&y=32.7861479

The population density is 7028 persons per square mile (39.99% percentile for the SCAG region).",261
60250118024,"Block Group 60250118024: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250118024&x=-115.5739798&y=32.7793981

The population density is 8223 persons per square mile (48.25% percentile for the SCAG region).",261
60250118031,"Block Group 60250118031: El Centro, Imperial County, 92243. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250118031&x=-115.5662146&y=32.7625611

The population density is 1333 persons per square mile (7.77% percentile for the SCAG region).",260
60250119001,"Block Group 60250119001: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250119001&x=-115.5922411&y=32.6920132

The population density is 2 persons per square mile (0.45% percentile for the SCAG region).",256
60250119002,"Block Group 60250119002: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250119002&x=-115.3755635&y=32.697235

The population density is 271 persons per square mile (3.18% percentile for the SCAG region).",257
60250119003,"Block Group 60250119003: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250119003&x=-115.45911&y=32.7128301

The population density is 187 persons per square mile (2.66% percentile for the SCAG region).",256
60250120011,"Block Group 60250120011: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250120011&x=-115.4862343&y=32.6675691

The population density is 18555 persons per square mile (84.39% percentile for the SCAG region).",261
60250120012,"Block Group 60250120012: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250120012&x=-115.4866372&y=32.6708589

The population density is 13842 persons per square mile (73.72% percentile for the SCAG region).",261
60250120021,"Block Group 60250120021: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250120021&x=-115.4754525&y=32.6751921

The population density is 4867 persons per square mile (26.05% percentile for the SCAG region).",260
60250120022,"Block Group 60250120022: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250120022&x=-115.4832708&y=32.6828427

The population density is 7954 persons per square mile (46.43% percentile for the SCAG region).",260
60250121001,"Block Group 60250121001: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250121001&x=-115.4977143&y=32.6777207

The population density is 8542 persons per square mile (50.30% percentile for the SCAG region).",260
60250121002,"Block Group 60250121002: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250121002&x=-115.4963682&y=32.6742122

The population density is 3664 persons per square mile (19.18% percentile for the SCAG region).",260
60250121003,"Block Group 60250121003: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250121003&x=-115.4957118&y=32.668699

The population density is 6255 persons per square mile (34.82% percentile for the SCAG region).",259
60250121004,"Block Group 60250121004: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250121004&x=-115.4994561&y=32.682863

The population density is 6945 persons per square mile (39.41% percentile for the SCAG region).",259
60250122001,"Block Group 60250122001: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250122001&x=-115.5078694&y=32.6766186

The population density is 4766 persons per square mile (25.37% percentile for the SCAG region).",260
60250122002,"Block Group 60250122002: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250122002&x=-115.5197763&y=32.6799933

The population density is 5688 persons per square mile (30.96% percentile for the SCAG region).",260
60250122003,"Block Group 60250122003: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250122003&x=-115.5177335&y=32.6682657

The population density is 1826 persons per square mile (9.98% percentile for the SCAG region).",259
60250122004,"Block Group 60250122004: Calexico, Imperial County, 92231. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250122004&x=-115.5149534&y=32.6767649

The population density is 12360 persons per square mile (68.91% percentile for the SCAG region).",261
60250123011,"Block Group 60250123011: Ocotillo, Imperial County, 92259. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250123011&x=-115.9210975&y=32.9339747

The population density is 5 persons per square mile (0.58% percentile for the SCAG region).",256
60250123012,"Block Group 60250123012: Ocotillo, Imperial County, 92259. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250123012&x=-116.0026574&y=32.7450861

The population density is 14 persons per square mile (0.82% percentile for the SCAG region).",257
60250123021,"Block Group 60250123021: Oasis, Imperial County, 92274. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250123021&x=-116.036024&y=33.4063988

The population density is 521 persons per square mile (4.24% percentile for the SCAG region).",254
60250123022,"Block Group 60250123022: Oasis, Imperial County, 92274. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250123022&x=-115.9692722&y=33.3497127

The population density is 377 persons per square mile (3.68% percentile for the SCAG region).",255
60250123023,"Block Group 60250123023: Oasis, Imperial County, 92274. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250123023&x=-115.8770315&y=33.27526

The population density is 26 persons per square mile (1.07% percentile for the SCAG region).",252
60250124001,"Block Group 60250124001: Niland, Imperial County, 92257. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250124001&x=-115.7835421&y=33.3753015

The population density is 15 persons per square mile (0.83% percentile for the SCAG region).",255
60250124002,"Block Group 60250124002: Palo Verde, Imperial County, 92266. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060250124002&x=-115.1129244&y=33.2021663

The population density is  persons per square mile (0.28% percentile for the SCAG region).",257
60259400001,"Block Group 60259400001: Bard (PO Boxes), Imperial County, 92222. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060259400001&x=-114.5518584&y=32.794562

The population density is 37 persons per square mile (1.29% percentile for the SCAG region).",263
60259400002,"Block Group 60259400002: Winterhaven, Imperial County, 92283. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060259400002&x=-114.6320031&y=32.7631222

The population density is 49 persons per square mile (1.43% percentile for the SCAG region).",260
60259400003,"Block Group 60259400003: Winterhaven, Imperial County, 92283. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060259400003&x=-114.6675664&y=32.7424027

The population density is 68 persons per square mile (1.71% percentile for the SCAG region).",260
60371011101,"Block Group 60371011101: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371011101&x=-118.2881296&y=34.2593593

The population density is 10521 persons per square mile (61.11% percentile for the SCAG region).",267
60371011102,"Block Group 60371011102: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371011102&x=-118.2960924&y=34.2578108

The population density is 13125 persons per square mile (71.36% percentile for the SCAG region).",267
60371011103,"Block Group 60371011103: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371011103&x=-118.2961338&y=34.2613533

The population density is 7245 persons per square mile (41.29% percentile for the SCAG region).",266
60371011221,"Block Group 60371011221: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371011221&x=-118.2946904&y=34.2709456

The population density is 3199 persons per square mile (16.73% percentile for the SCAG region).",266
60371011222,"Block Group 60371011222: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371011222&x=-118.2832924&y=34.262857

The population density is 2703 persons per square mile (14.23% percentile for the SCAG region).",265
60371012101,"Block Group 60371012101: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371012101&x=-118.2885261&y=34.2513519

The population density is 23671 persons per square mile (90.82% percentile for the SCAG region).",267
60371012102,"Block Group 60371012102: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371012102&x=-118.2925767&y=34.254329

The population density is 24373 persons per square mile (91.56% percentile for the SCAG region).",266
60371012201,"Block Group 60371012201: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371012201&x=-118.2817171&y=34.2537861

The population density is 7884 persons per square mile (45.84% percentile for the SCAG region).",266
60371012202,"Block Group 60371012202: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371012202&x=-118.2815564&y=34.2496362

The population density is 16447 persons per square mile (80.16% percentile for the SCAG region).",267
60371013001,"Block Group 60371013001: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371013001&x=-118.2707965&y=34.253796

The population density is 2520 persons per square mile (13.41% percentile for the SCAG region).",265
60371013002,"Block Group 60371013002: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371013002&x=-118.2701321&y=34.2386337

The population density is 4761 persons per square mile (25.37% percentile for the SCAG region).",266
60371013003,"Block Group 60371013003: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371013003&x=-118.2698773&y=34.2463156

The population density is 7279 persons per square mile (41.52% percentile for the SCAG region).",266
60371013004,"Block Group 60371013004: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371013004&x=-118.2752597&y=34.2494037

The population density is 8974 persons per square mile (52.87% percentile for the SCAG region).",266
60371014001,"Block Group 60371014001: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371014001&x=-118.2977188&y=34.2525909

The population density is 12774 persons per square mile (70.30% percentile for the SCAG region).",267
60371014002,"Block Group 60371014002: Los Angeles, Los Angeles County, 91040. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371014002&x=-118.295637&y=34.242207

The population density is 788 persons per square mile (5.44% percentile for the SCAG region).",262
60371014003,"Block Group 60371014003: Los Angeles, Los Angeles County, 91042. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371014003&x=-118.2835188&y=34.2442897

The population density is 4328 persons per square mile (22.89% percentile for the SCAG region).",266
60371021031,"Block Group 60371021031: Los Angeles, Los Angeles County, 91352. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371021031&x=-118.354188&y=34.2250792

The population density is 4012 persons per square mile (21.10% percentile for the SCAG region).",265
60371021041,"Block Group 60371021041: Burbank, Los Angeles County, 91504. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371021041&x=-118.3420406&y=34.2122732

The population density is 9011 persons per square mile (53.10% percentile for the SCAG region).",262
60371021042,"Block Group 60371021042: Los Angeles, Los Angeles County, 91352. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371021042&x=-118.3481269&y=34.2193682

The population density is 3097 persons per square mile (16.25% percentile for the SCAG region).",266
60371021051,"Block Group 60371021051: Los Angeles, Los Angeles County, 91352. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371021051&x=-118.3511178&y=34.2109495

The population density is 9272 persons per square mile (54.61% percentile for the SCAG region).",266
60371021052,"Block Group 60371021052: Burbank, Los Angeles County, 91504. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371021052&x=-118.3470887&y=34.2086145

The population density is 11466 persons per square mile (65.35% percentile for the SCAG region).",263
60371021071,"Block Group 60371021071: Los Angeles, Los Angeles County, 91040. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371021071&x=-118.3395988&y=34.2409052

The population density is 778 persons per square mile (5.38% percentile for the SCAG region).",264
60371021072,"Block Group 60371021072: Los Angeles, Los Angeles County, 91352. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371021072&x=-118.3328089&y=34.2329623

The population density is 769 persons per square mile (5.34% percentile for the SCAG region).",264
60371031011,"Block Group 60371031011: Los Angeles, Los Angeles County, 91040. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371031011&x=-118.3074969&y=34.2739069

The population density is 2067 persons per square mile (11.06% percentile for the SCAG region).",266
60371031012,"Block Group 60371031012: Los Angeles, Los Angeles County, 91040. https://revision.lewis.ucla.edu/details/index.html?geoid=15000US060371031012&x=-118.310431&y=34.2689019

The population density is 10815 persons per square mile (62.66% percentile for the SCAG region).",266
